date,snow_depth_cm,Longitude (x)_x,Latitude (y)_x,Station Name_x,Climate ID_x,Date/Time_x,Data Quality_x,Max Temp (°C)_x,Min Temp (°C)_x,Mean Temp (°C)_x,Heat Deg Days (°C)_x,Cool Deg Days (°C)_x,Total Rain (mm)_x,Total Snow (cm)_x,Total Precip (mm)_x,Snow on Grnd (cm)_x,Dir of Max Gust (10s deg)_x,Spd of Max Gust (km/h)_x,Elevation_x,Longitude (x)_y,Latitude (y)_y,Station Name_y,Climate ID_y,Date/Time_y,Data Quality_y,Max Temp (°C)_y,Min Temp (°C)_y,Mean Temp (°C)_y,Heat Deg Days (°C)_y,Cool Deg Days (°C)_y,Total Rain (mm)_y,Total Snow (cm)_y,Total Precip (mm)_y,Snow on Grnd (cm)_y,Dir of Max Gust (10s deg)_y,Spd of Max Gust (km/h)_y,Elevation_y,snow_sub_heave,heave
2022-08-03,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-08-03,,19.9,5.2,12.5,5.5,0.0,,,0.0,,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-08-03,,20.1,6.0,13.0,5.0,0.0,,,0.0,,,,86.2,,
2022-08-04,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-08-04,,24.9,11.0,18.0,0.0,0.0,,,0.0,,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-08-04,,24.8,7.7,16.2,1.8,0.0,,,1.0,,,,86.2,,
2022-08-05,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-08-05,,28.2,16.3,22.2,0.0,4.2,,,0.0,,19.0,31.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-08-05,,27.5,13.2,20.4,0.0,2.4,,,0.0,,16.0,43.0,86.2,,
2022-08-06,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-08-06,,19.6,8.5,14.0,4.0,0.0,,,6.3,,29.0,39.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-08-06,,17.3,7.1,12.2,5.8,0.0,,,5.7,,29.0,42.0,86.2,,
2022-08-07,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-08-07,,15.0,6.0,10.5,7.5,0.0,,,0.0,,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-08-07,,14.2,5.3,9.8,8.2,0.0,,,0.0,,,,86.2,,
2022-08-08,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-08-08,,19.6,8.4,14.0,4.0,0.0,,,0.0,,24.0,35.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-08-08,,19.7,6.8,13.2,4.8,0.0,,,0.0,,18.0,42.0,86.2,,
2022-08-09,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-08-09,,15.7,8.2,11.9,6.1,0.0,,,2.1,,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-08-09,,17.7,4.5,11.1,6.9,0.0,,,1.2,,28.0,53.0,86.2,,
2022-08-10,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-08-10,,13.1,5.4,9.2,8.8,0.0,,,0.0,,24.0,31.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-08-10,,,,,,,,,,,,,86.2,,
2022-08-11,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-08-11,,20.4,9.3,14.8,3.2,0.0,,,0.0,,3.0,37.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-08-11,,,,,,,,,,,,,86.2,,
2022-08-12,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-08-12,,25.4,8.2,16.8,1.2,0.0,,,0.0,,23.0,32.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-08-12,,,,,,,,,,,,,86.2,,
2022-08-13,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-08-13,,25.3,9.6,17.5,0.5,0.0,,,0.0,,36.0,41.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-08-13,,25.0,7.9,16.4,1.6,0.0,,,0.4,,1.0,36.0,86.2,,
2022-08-14,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-08-14,,11.9,7.4,9.6,8.4,0.0,,,11.7,,2.0,33.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-08-14,,11.7,6.3,9.0,9.0,0.0,,,8.2,,3.0,38.0,86.2,,
2022-08-15,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-08-15,,13.7,8.4,11.1,6.9,0.0,,,0.1,,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-08-15,,13.7,4.7,9.2,8.8,0.0,,,0.2,,,,86.2,,
2022-08-16,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-08-16,,18.9,11.0,14.9,3.1,0.0,,,0.1,,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-08-16,,16.8,8.3,12.5,5.5,0.0,,,0.2,,,,86.2,,
2022-08-17,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-08-17,,23.4,11.9,17.6,0.4,0.0,,,0.0,,13.0,36.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-08-17,,21.5,5.8,13.7,4.3,0.0,,,0.0,,10.0,33.0,86.2,,
2022-08-18,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-08-18,,18.7,7.2,12.9,5.1,0.0,,,28.7,,28.0,56.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-08-18,,,,,,,,,,,,,86.2,,
2022-08-19,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-08-19,,10.9,7.0,8.9,9.1,0.0,,,0.3,,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-08-19,,,,,,,,,,,,,86.2,,
2022-08-20,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-08-20,,11.8,6.0,8.9,9.1,0.0,,,1.2,,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-08-20,,9.8,4.8,7.3,10.7,0.0,,,1.1,,,,86.2,,
2022-08-21,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-08-21,,10.1,5.7,7.9,10.1,0.0,,,1.3,,4.0,38.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-08-21,,8.7,4.7,6.7,11.3,0.0,,,2.2,,2.0,32.0,86.2,,
2022-08-22,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-08-22,,11.2,2.2,6.7,11.3,0.0,,,0.0,,7.0,36.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-08-22,,9.8,1.6,5.7,12.3,0.0,,,0.0,,9.0,33.0,86.2,,
2022-08-23,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-08-23,,17.3,7.7,12.5,5.5,0.0,,,0.1,,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-08-23,,15.2,7.0,11.1,6.9,0.0,,,0.0,,,,86.2,,
2022-08-24,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-08-24,,18.3,10.7,14.5,3.5,0.0,,,0.6,,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-08-24,,18.0,9.0,13.5,4.5,0.0,,,0.4,,,,86.2,,
2022-08-25,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-08-25,,17.9,12.5,15.2,2.8,0.0,,,0.0,,33.0,33.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-08-25,,17.9,8.3,13.1,4.9,0.0,,,1.6,,30.0,40.0,86.2,,
2022-08-26,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-08-26,,21.7,7.7,14.7,3.3,0.0,,,0.0,,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-08-26,,21.3,4.2,12.7,5.3,0.0,,,0.6,,,,86.2,,
2022-08-27,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-08-27,,18.2,9.3,13.7,4.3,0.0,,,0.0,,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-08-27,,18.4,7.1,12.8,5.2,0.0,,,0.5,,,,86.2,,
2022-08-28,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-08-28,,10.7,5.3,8.0,10.0,0.0,,,0.0,,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-08-28,,9.0,5.1,7.1,10.9,0.0,,,0.5,,,,86.2,,
2022-08-29,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-08-29,,11.4,2.7,7.1,10.9,0.0,,,0.0,,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-08-29,,10.1,4.9,7.5,10.5,0.0,,,1.0,,,,86.2,,
2022-08-30,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-08-30,,15.8,4.3,10.0,8.0,0.0,,,0.0,,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-08-30,,,,,,,,,,,,,86.2,,
2022-08-31,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-08-31,,20.0,7.5,13.7,4.3,0.0,,,0.0,,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-08-31,,19.9,2.6,11.3,6.7,0.0,,,0.6,,20.0,31.0,86.2,,
2022-09-01,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-09-01,,22.2,9.4,15.8,2.2,0.0,,,0.0,,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-09-01,,20.1,7.9,14.0,4.0,0.0,,,0.0,,,,86.2,,
2022-09-02,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-09-02,,19.7,9.5,14.6,3.4,0.0,,,0.0,,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-09-02,,19.9,7.0,13.5,4.5,0.0,,,0.5,,,,86.2,,
2022-09-03,0.0,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-09-03,,16.5,10.6,13.6,4.4,0.0,,,0.0,0.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-09-03,,17.0,5.5,11.2,6.8,0.0,,,0.2,,,,86.2,0.0,0.0
2022-09-04,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-09-04,,10.6,6.7,8.6,9.4,0.0,,,0.6,,31.0,35.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-09-04,,11.4,5.7,8.6,9.4,0.0,,,0.0,,30.0,37.0,86.2,,
2022-09-05,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-09-05,,6.7,2.9,4.8,13.2,0.0,,,3.0,,33.0,52.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-09-05,,6.6,2.0,4.3,13.7,0.0,,,1.5,,31.0,61.0,86.2,,
2022-09-06,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-09-06,,7.2,0.6,3.9,14.1,0.0,,,0.0,,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-09-06,,6.9,-3.3,1.8,16.2,0.0,,,0.0,,31.0,36.0,86.2,,
2022-09-07,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-09-07,,7.4,0.4,3.9,14.1,0.0,,,0.1,,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-09-07,,9.8,-4.6,2.6,15.4,0.0,,,0.2,,,,86.2,,
2022-09-08,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-09-08,,10.8,4.9,7.9,10.1,0.0,,,0.1,,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-09-08,,10.5,3.0,6.8,11.2,0.0,,,0.6,,,,86.2,,
2022-09-09,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-09-09,,14.2,4.8,9.5,8.5,0.0,,,1.1,0.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-09-09,,12.8,1.9,7.3,10.7,0.0,,,0.4,,9.0,33.0,86.2,,
2022-09-10,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-09-10,,7.9,3.7,5.8,12.2,0.0,,,15.8,,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-09-10,,7.9,3.3,5.6,12.4,0.0,,,7.4,,,,86.2,,
2022-09-11,2.5234900000000002,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-09-11,,7.1,2.5,4.8,13.2,0.0,,,0.0,0.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-09-11,,6.2,2.2,4.2,13.8,0.0,,,0.0,,,,86.2,2.2004703156398953,0.323019684360105
2022-09-12,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-09-12,,13.6,3.4,8.5,9.5,0.0,,,0.0,,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-09-12,,9.4,-2.2,3.6,14.4,0.0,,,0.5,,,,86.2,,
2022-09-13,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-09-13,,5.8,2.1,3.9,14.1,0.0,,,0.4,,8.0,31.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-09-13,,4.3,0.6,2.5,15.5,0.0,,,0.9,,,,86.2,,
2022-09-14,0.8274050000000002,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-09-14,,8.4,2.2,5.3,12.7,0.0,,,0.0,0.0,7.0,41.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-09-14,,8.7,-0.1,4.3,13.7,0.0,,,0.0,,6.0,34.0,86.2,0.5850797779554568,0.24232522204454332
2022-09-15,2.4053799999999996,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-09-15,,6.9,3.2,5.0,13.0,0.0,,,2.5,0.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-09-15,,4.5,2.3,3.4,14.6,0.0,,,9.6,,,,86.2,2.1230376525556136,0.282342347444386
2022-09-16,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-09-16,,5.8,3.1,4.5,13.5,0.0,,,2.0,,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-09-16,,6.5,0.5,3.5,14.5,0.0,,,0.4,,,,86.2,,
2022-09-17,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-09-17,,14.4,3.2,8.8,9.2,0.0,,,0.0,,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-09-17,,14.8,2.4,8.6,9.4,0.0,,,0.4,,19.0,39.0,86.2,,
2022-09-18,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-09-18,,12.7,5.3,9.0,9.0,0.0,,,0.1,,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-09-18,,12.6,4.0,8.3,9.7,0.0,,,0.0,,26.0,37.0,86.2,,
2022-09-19,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-09-19,,13.1,3.7,8.4,9.6,0.0,,,0.0,,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-09-19,,13.2,4.6,8.9,9.1,0.0,,,0.0,,,,86.2,,
2022-09-20,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-09-20,,10.8,3.3,7.0,11.0,0.0,,,1.9,,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-09-20,,10.7,1.5,6.1,11.9,0.0,,,1.2,,29.0,34.0,86.2,,
2022-09-21,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-09-21,,9.3,2.1,5.7,12.3,0.0,,,0.0,,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-09-21,,9.5,0.1,4.8,13.2,0.0,,,0.3,,,,86.2,,
2022-09-22,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-09-22,,4.1,0.7,2.4,15.6,0.0,,,4.4,,33.0,37.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-09-22,,2.7,0.5,1.6,16.4,0.0,,,0.2,,33.0,32.0,86.2,,
2022-09-23,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-09-23,,4.3,0.7,2.5,15.5,0.0,,,0.0,,34.0,35.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-09-23,,3.5,0.7,2.1,15.9,0.0,,,0.5,,31.0,34.0,86.2,,
2022-09-24,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-09-24,,3.8,1.0,2.4,15.6,0.0,,,0.0,0.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-09-24,,2.5,-0.2,1.1,16.9,0.0,,,0.0,,,,86.2,,
2022-09-25,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-09-25,,3.1,-0.1,1.5,16.5,0.0,,,0.1,,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-09-25,,2.2,-1.2,0.5,17.5,0.0,,,0.0,,,,86.2,,
2022-09-26,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-09-26,,2.4,-1.1,0.7,17.3,0.0,,,0.6,,5.0,46.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-09-26,,1.7,-1.4,0.1,17.9,0.0,,,0.4,,4.0,45.0,86.2,,
2022-09-27,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-09-27,,0.0,-1.1,-0.5,18.5,0.0,,,14.9,1.0,30.0,49.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-09-27,,,,,,,,,,7.0,,,86.2,,
2022-09-28,14.94409,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-09-28,,0.3,-6.4,-3.1,21.1,0.0,,,1.8,12.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-09-28,,0.3,-5.5,-2.6,20.6,0.0,,,1.8,16.0,32.0,33.0,86.2,14.890242965884552,0.053847034115447556
2022-09-29,12.499975,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-09-29,,5.2,-4.4,0.4,17.6,0.0,,,0.0,11.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-09-29,,3.2,-6.0,-1.4,19.4,0.0,,,0.4,16.0,,,86.2,12.563460316138372,-0.0634853161383715
2022-09-30,11.907520000000002,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-09-30,,2.7,-1.5,0.6,17.4,0.0,,,0.0,9.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-09-30,,1.8,-1.9,0.0,18.0,0.0,,,0.0,15.0,20.0,45.0,86.2,11.923777220728853,-0.01625722072885205
2022-10-01,11.002009999999999,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-01,,0.1,-3.2,-1.6,19.6,0.0,,,0.3,8.0,35.0,40.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-01,,-0.3,-3.0,-1.6,19.6,0.0,,,0.0,14.0,2.0,33.0,86.2,10.982442339096686,0.01956766090331241
2022-10-02,10.015854999999998,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-02,,-2.1,-5.0,-3.6,21.6,0.0,,,0.7,6.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-02,,-2.8,-4.7,-3.8,21.8,0.0,,,0.0,17.0,32.0,35.0,86.2,9.982384255039115,0.03347074496088265
2022-10-03,9.502775,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-03,,-1.4,-4.3,-2.8,20.8,0.0,,,0.0,9.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-03,,-2.5,-8.1,-5.3,23.3,0.0,,,0.0,16.0,,,86.2,9.438482430632956,0.0642925693670433
2022-10-04,8.833485000000003,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-04,,2.4,-4.3,-1.0,19.0,0.0,,,0.0,8.0,16.0,33.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-04,,1.3,-4.7,-1.7,19.7,0.0,,,0.0,16.0,19.0,61.0,86.2,8.706152560319154,0.12733243968084862
2022-10-05,9.582785000000001,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-05,,2.6,-1.1,0.7,17.3,0.0,,,1.0,7.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-05,,,,,,,,,,16.0,,,86.2,9.40609601236788,0.17668898763212004
2022-10-06,7.05866,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-06,,9.5,-0.5,4.5,13.5,0.0,,,0.0,6.0,23.0,34.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-06,,8.4,-1.0,3.7,14.3,0.0,,,0.0,14.0,20.0,57.0,86.2,6.78171687454042,0.2769431254595802
2022-10-07,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-07,,12.4,3.7,8.1,9.9,0.0,,,0.2,,26.0,39.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-07,,10.9,-2.3,4.3,13.7,0.0,,,0.0,0.0,22.0,56.0,86.2,,
2022-10-08,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-08,,7.2,-1.5,2.8,15.2,0.0,,,0.4,,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-08,,5.6,-3.3,1.2,16.8,0.0,,,0.0,,27.0,39.0,86.2,,
2022-10-09,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-09,,4.5,0.3,2.4,15.6,0.0,,,1.0,,34.0,34.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-09,,4.0,0.5,2.3,15.7,0.0,,,1.7,,32.0,34.0,86.2,,
2022-10-10,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-10,,0.4,-3.7,-1.7,19.7,0.0,,,5.6,1.0,34.0,55.0,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-10,,1.1,-6.4,-2.6,20.6,0.0,,,2.6,,33.0,58.0,86.2,,
2022-10-11,,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-11,,-1.0,-3.9,-2.5,20.5,0.0,,,0.1,1.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-11,,-0.7,-5.5,-3.1,21.1,0.0,,,0.0,0.0,28.0,31.0,86.2,,
2022-10-12,0.3155949999999999,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-12,,-0.2,-7.5,-3.9,21.9,0.0,,,0.0,0.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-12,,-0.5,-7.1,-3.8,21.8,0.0,,,0.0,0.0,,,86.2,0.2897784506233761,0.02581654937662381
2022-10-13,0.158115,-133.532794,68.317527,INUVIK CLIMATE,2202578,2022-10-13,,-3.3,-8.1,-5.7,23.7,0.0,,,0.0,0.0,,,104.8,-133.5018,68.7463,TRAIL VALLEY,220N005,2022-10-13,,-2.9,-8.1,-5.5,23.5,0.0,,,0.5,0.0,29.0,31.0,86.2,-0.11070034316731547,0.2688153431673155
